 2.33	326.40
 2.34	492.80
 2.36	819.20
 2.37	1145.60
 2.38	1312.00
 2.40	1638.40
 2.41	1804.80
 2.44	1971.20
 2.45	2297.60
 2.47	2624.00
 2.48	2790.40
 2.53	3116.80
 2.54	3283.20
 2.55	3449.60
 2.56	3776.00
 2.58	4102.40
 2.61	4268.80
 2.62	4595.20
 2.64	4761.60
 2.65	5088.00
 2.67	5254.40
 2.68	5420.80
 2.70	5747.20
 2.72	6073.60
 2.73	6400.00
 2.74	6726.40
 2.76	6892.80
 2.77	7059.20
 2.79	7385.60
 2.80	7552.00
 2.81	7718.40
 2.83	7884.80
 2.86	8211.20
 2.87	8537.60
 2.88	8704.00
 2.89	8870.40
 2.90	9196.80
 2.93	9523.20
 2.95	9849.60
 2.96	10176.00
 2.97	10342.40
 3.00	10508.80
 3.02	10675.20
 3.03	11001.60
 3.07	11168.00
 3.07	11334.40
 3.11	11660.80
 3.12	11987.20
 3.13	12153.60
 3.14	12320.00
 3.16	12646.40
 3.17	12812.80
 3.19	13139.20
 3.21	13465.60
 3.22	13632.00
 3.23	13798.40
 3.27	14124.80
 3.28	14451.20
 3.29	14617.60
 3.29	14784.00
 3.30	15110.40
 3.31	15276.80
 3.32	15603.20
 3.33	15929.60
 3.34	16096.00
 3.35	16262.40
 3.38	16588.80
 3.39	16915.20
 3.40	17081.60
 3.43	17408.00
 3.44	17574.40
 3.45	17900.80
 3.48	18227.20
 3.49	18393.60
 3.50	18560.00
 3.52	18886.40
 3.52	19052.80
 3.53	19219.20
 3.54	19545.60
 3.54	19712.00
 3.58	20038.40
 3.62	20204.80
 3.63	20531.20
 3.65	20857.60
 3.67	21184.00
 3.67	21350.40
 3.68	21516.80
 3.70	21683.20
 3.72	22009.60
 3.73	22176.00
 3.75	22502.40
 3.77	22828.80
 3.78	23155.20
 3.80	23321.60
 3.80	23488.00
 3.81	23654.40
 3.82	23980.80
 3.94	24307.20
 4.10	24473.60
 4.14	24800.00
 4.15	25126.40
 4.15	25292.80
 4.17	25619.20
 4.17	25785.60
 4.18	25952.00
 4.19	26278.40
 4.20	26604.80
 4.21	26771.20
 4.23	26937.60
 4.24	27264.00
 4.25	27590.40
 4.25	27756.80
 4.26	27923.20
 4.27	28249.60
 4.28	28416.00
 4.28	28582.40
 4.29	28908.80
 4.30	29235.20
 4.31	29401.60
 4.31	29568.00
 4.32	29894.40
 4.33	30060.80
 4.34	30387.20
 4.35	30713.60
 4.37	31040.00
 4.40	31206.40
 4.44	31372.80
 4.45	31699.20
 4.46	31865.60
 4.47	32192.00
 4.50	32358.40
 4.53	32684.80
 4.54	33011.20
 4.55	33337.60
 4.60	33504.00
 4.62	33830.40
 4.64	34156.80
 4.67	34323.20
 4.68	34649.60
 4.69	34816.00
 4.70	34982.40
 4.71	35308.80
 4.72	35475.20
 4.73	35801.60
 4.74	36128.00
 4.75	36294.40
 4.76	36460.80
 4.78	36787.20
 4.79	36953.60
 4.79	37120.00
 4.80	37446.40
 4.86	37612.80
 4.87	37939.20
 4.89	38105.60
 4.90	38272.00
 4.91	38598.40
 4.92	38764.80
 4.93	39091.20
 4.94	39257.60
 4.95	39584.00
 4.96	39750.40
 4.97	40076.80
 4.99	40403.20
 4.99	40569.60
 5.01	40736.00
 5.02	41062.40
 5.02	41228.80
 5.03	41555.20
