2.600000	0.284752
2.656250	0.400823
2.703125	0.525107
2.754369	0.294994
2.806250	0.598052
2.909375	0.084959
2.965625	0.170971
3.012500	0.283148
3.061019	0.395394
3.115625	0.512019
3.162500	0.456755
3.218750	0.517847
3.265625	0.529414
3.320597	0.579972
3.368750	0.589567
3.417986	0.621111
3.471875	0.444618
3.518750	0.486603
3.575000	0.501507
3.621875	0.493057
3.668750	0.514077
3.725000	0.572078
3.771875	0.564108
3.828125	0.579073
4.570227	1.370227
4.724628	0.220058
4.775000	0.403456
4.859375	0.558651
5.135595	1.841845
5.558140	1.945640
5.959242	1.924867
6.310771	1.995146
6.668748	2.240623
7.072094	2.625219
7.406007	1.309132
8.165315	1.937190
8.412500	0.184103
8.783182	3.708182
9.205961	1.937211
9.650535	3.984910
10.046894	1.831269
10.398504	2.567254
10.787317	0.827942
11.030962	2.871587
11.437852	2.734727
11.826472	2.823347
12.099411	2.524411
12.409318	3.228043
12.736994	2.796369
13.376206	2.460556
13.780418	3.736668
13.845801	6.033301
14.008339	5.952089
14.387288	3.040413
14.700544	3.081794
15.079176	0.704176
15.396875	0.546936
15.603125	0.207960
15.824243	2.752368
16.280696	2.486946
16.776467	2.129592
17.047427	3.356802
17.359883	2.244258
17.819387	2.722512
17.963085	3.447460
18.157024	3.744524
18.553715	2.041215
18.995264	2.623389
19.440107	4.221357
19.781777	2.097402
