 2.06	326.40
 2.08	652.80
 2.09	819.20
 2.10	985.60
 2.11	1312.00
 2.29	1478.40
 2.38	1804.80
 2.39	1971.20
 2.44	2297.60
 2.45	2464.00
 2.51	2790.40
 2.51	2956.80
 2.54	3283.20
 2.58	3449.60
 2.62	3776.00
 2.66	3942.40
 2.67	4268.80
 2.69	4595.20
 2.69	4761.60
 2.70	4928.00
 2.71	5254.40
 2.72	5580.80
 2.73	5747.20
 2.74	6073.60
 2.74	6240.00
 2.75	6566.40
 2.76	6732.80
 2.77	6899.20
 2.78	7225.60
 2.79	7392.00
 2.80	7718.40
 2.80	7884.80
 2.83	8211.20
 2.84	8377.60
 2.85	8704.00
 2.86	9030.40
 2.86	9196.80
 2.87	9523.20
 2.88	9689.60
 2.89	9856.00
 2.92	10182.40
 2.94	10508.80
 2.95	10835.20
 2.96	11161.60
 2.96	11328.00
 2.97	11654.40
 2.98	11820.80
 2.99	12147.20
 2.99	12313.60
 3.00	12640.00
 3.01	12806.40
 3.02	13132.80
 3.02	13299.20
 3.03	13625.60
 3.04	13792.00
 3.05	14118.40
 3.06	14284.80
 3.07	14451.20
 3.08	14777.60
 3.08	14944.00
 3.10	15110.40
 3.11	15436.80
 3.12	15603.20
 3.13	15769.60
 3.14	16096.00
 3.15	16262.40
 3.16	16588.80
 3.18	16915.20
 3.20	17081.60
 3.21	17408.00
 3.23	17574.40
 3.24	17740.80
 3.25	18067.20
 3.25	18233.60
 3.29	18560.00
 3.31	18886.40
 3.32	19212.80
 3.33	19539.20
 3.34	19705.60
 3.35	20032.00
 3.35	20198.40
 3.37	20364.80
 3.39	20531.20
 3.43	20857.60
 3.44	21184.00
 3.45	21350.40
 3.46	21676.80
 3.46	21843.20
 3.47	22169.60
 3.54	22336.00
 3.54	22502.40
 3.55	22828.80
 3.56	22995.20
 3.57	23321.60
 3.58	23488.00
 3.60	23654.40
 3.61	23980.80
 3.61	24147.20
 3.64	24473.60
 3.65	24800.00
 3.66	25126.40
 3.68	25292.80
 3.69	25619.20
 3.70	25785.60
 3.71	26112.00
 3.72	26278.40
 3.73	26444.80
 3.74	26611.20
 3.75	26937.60
 3.75	27104.00
 3.78	27430.40
 3.79	27596.80
 3.81	27923.20
 3.82	28249.60
 3.85	28576.00
 3.93	28742.40
 3.95	29068.80
 3.97	29395.20
 3.99	29561.60
 4.06	29888.00
 4.09	30054.40
 4.11	30380.80
 4.12	30707.20
 4.12	30873.60
 4.13	31200.00
 4.15	31526.40
 4.16	31692.80
 4.17	31859.20
 4.18	32185.60
 4.19	32352.00
 4.19	32518.40
 4.20	32844.80
 4.21	33011.20
 4.22	33337.60
 4.23	33504.00
 4.23	33830.40
 4.24	33996.80
 4.25	34323.20
 4.26	34489.60
 4.27	34816.00
 4.29	34982.40
 4.32	35308.80
 4.32	35475.20
 4.33	35641.60
 4.34	35968.00
 4.34	36134.40
 4.35	36460.80
 4.36	36787.20
 4.37	36953.60
 4.38	37120.00
 4.39	37446.40
 4.39	37612.80
 4.42	37939.20
 4.45	38265.60
