 2.30	326.40
 2.30	396.80
 2.32	723.20
 2.32	793.60
 2.33	1120.00
 2.34	1190.40
 2.36	1516.80
 2.38	1587.20
 2.40	1913.60
 2.45	1984.00
 2.48	2310.40
 2.50	2380.80
 2.51	2707.20
 2.54	2777.60
 2.62	3104.00
 2.69	3430.40
 2.74	3500.80
 2.74	3571.20
 2.80	3641.60
 2.81	3968.00
 2.82	4038.40
 2.86	4364.80
 2.87	4691.20
 2.88	5017.60
 2.88	5088.00
 2.89	5158.40
 2.91	5228.80
 2.92	5555.20
 2.93	5881.60
 2.96	5952.00
 2.97	6022.40
 3.00	6348.80
 3.01	6675.20
 3.01	6745.60
 3.02	6816.00
 3.05	7142.40
 3.07	7468.80
 3.07	7539.20
 3.09	7865.60
 3.09	7936.00
 3.10	8006.40
 3.13	8332.80
 3.14	8659.20
 3.14	8729.60
 3.19	8800.00
 3.22	9126.40
 3.23	9452.80
 3.25	9523.20
 3.29	9849.60
 3.29	9920.00
 3.29	9990.40
 3.34	10316.80
 3.34	10387.20
 3.35	10713.60
 3.36	11040.00
 3.36	11110.40
 3.37	11180.80
 3.38	11507.20
 3.39	11577.60
 3.42	11904.00
 3.48	12230.40
 3.49	12556.80
 3.49	12627.20
 3.50	12953.60
 3.51	13280.00
 3.52	13350.40
 3.55	13676.80
 3.55	13747.20
 3.58	14073.60
 3.59	14400.00
 3.60	14470.40
 3.62	14796.80
 3.63	14867.20
 3.68	15193.60
 3.71	15520.00
 3.71	15590.40
 3.71	15660.80
 3.73	15987.20
 3.73	16057.60
 3.73	16128.00
 3.77	16454.40
 3.77	16524.80
 3.78	16851.20
 3.80	16921.60
 3.81	17248.00
 3.81	17318.40
 4.06	17644.80
 4.16	17971.20
 4.17	18041.60
 4.18	18368.00
 4.19	18438.40
 4.20	18764.80
 4.21	19091.20
 4.21	19161.60
 4.22	19232.00
 4.25	19558.40
 4.26	19884.80
 4.26	19955.20
 4.27	20281.60
 4.28	20608.00
 4.29	20934.40
 4.30	21004.80
 4.31	21331.20
 4.31	21401.60
 4.33	21472.00
 4.37	21542.40
 4.38	21868.80
 4.39	21939.20
 4.40	22009.60
 4.41	22336.00
 4.42	22406.40
 4.42	22476.80
 4.44	22803.20
 4.46	23129.60
 4.48	23456.00
 4.49	23782.40
 4.50	23852.80
 4.51	23923.20
 4.53	24249.60
 4.55	24320.00
 4.57	24646.40
 4.59	24716.80
 4.60	24787.20
 4.61	25113.60
 4.62	25440.00
 4.63	25766.40
 4.65	26092.80
 4.66	26419.20
 4.68	26489.60
 4.70	26560.00
 4.72	26886.40
 4.76	26956.80
 4.77	27027.20
 4.80	27353.60
 4.82	27424.00
 4.84	27494.40
 4.85	27820.80
 4.89	28147.20
 4.94	28217.60
 4.94	28288.00
 4.95	28614.40
 4.96	28940.80
 4.99	29267.20
 4.99	29337.60
 4.99	29408.00
 5.03	29734.40
 5.04	29804.80
 5.05	30131.20
 5.06	30201.60
 5.07	30528.00
 5.08	30854.40
 5.08	30924.80
 5.09	31251.20
 5.09	31321.60
 5.10	31392.00
 5.10	31718.40
 5.11	32044.80
 5.14	32115.20
 5.21	32185.60
 5.23	32512.00
 5.23	32582.40
 5.26	32908.80
 5.30	32979.20
 5.32	33305.60
 5.32	33376.00
 5.33	33446.40
 5.33	33516.80
 5.34	33843.20
 5.35	33913.60
 5.36	34240.00
 5.37	34566.40
 5.38	34892.80
 5.43	34963.20
 5.44	35033.60
 5.45	35360.00
 5.46	35686.40
 5.47	36012.80
 5.49	36083.20
 5.52	36153.60
 5.55	36480.00
 5.56	36806.40
 5.57	37132.80
 5.58	37203.20
 5.59	37273.60
 5.59	37344.00
 5.61	37670.40
 5.65	37996.80
 5.67	38323.20
 5.68	38393.60
 5.69	38464.00
 5.71	38790.40
 5.74	39116.80
 5.75	39187.20
 5.76	39257.60
 5.82	39328.00
 5.86	39654.40
 5.87	39980.80
 5.88	40307.20
 5.89	40633.60
 5.89	40704.00
 5.92	41030.40
 5.94	41356.80
 5.97	41427.20
 5.97	41497.60
 5.99	41824.00
 5.99	41894.40
 6.00	41964.80
 6.00	42291.20
 6.02	42617.60
 6.06	42688.00
 6.07	42758.40
 6.11	43084.80
 6.13	43155.20
 6.14	43225.60
 6.16	43552.00
 6.18	43878.40
 6.20	43948.80
 6.21	44019.20
 6.23	44089.60
 6.24	44416.00
 6.25	44742.40
 6.26	45068.80
 6.26	45139.20
 6.28	45209.60
 6.30	45536.00
 6.31	45862.40
 6.31	45932.80
 6.34	46259.20
 6.35	46329.60
 6.36	46656.00
 6.37	46726.40
 6.38	47052.80
 6.38	47123.20
 6.39	47193.60
 6.40	47520.00
 6.41	47590.40
 6.42	47916.80
 6.43	47987.20
 6.43	48057.60
 6.45	48384.00
 6.46	48710.40
 6.46	48780.80
 6.48	48851.20
 6.50	49177.60
 6.50	49248.00
 6.51	49318.40
 6.53	49644.80
 6.55	49971.20
 6.55	50041.60
 6.58	50368.00
 6.60	50694.40
 6.61	50764.80
 6.61	50835.20
 6.62	51161.60
 6.63	51232.00
 6.64	51558.40
 6.65	51884.80
 6.67	52211.20
 6.68	52537.60
 6.71	52608.00
 6.71	52678.40
 6.72	53004.80
 6.73	53075.20
 6.73	53145.60
 6.75	53472.00
 6.76	53798.40
 6.76	53868.80
 6.77	53939.20
 6.80	54265.60
 6.81	54592.00
 6.83	54918.40
 6.84	54988.80
 6.84	55059.20
 6.85	55385.60
 6.87	55712.00
 6.89	56038.40
 6.91	56108.80
 6.92	56435.20
 6.93	56761.60
 6.94	56832.00
 6.94	56902.40
 6.95	56972.80
 6.95	57043.20
 6.95	57113.60
 6.96	57184.00
 6.96	57254.40
 6.98	57580.80
 7.00	57907.20
 7.02	58233.60
 7.04	58560.00
 7.05	58886.40
 7.05	58956.80
 7.06	59283.20
 7.06	59353.60
 7.08	59424.00
 7.10	59750.40
 7.10	60076.80
 7.11	60403.20
 7.12	60729.60
 7.13	60800.00
 7.13	60870.40
 7.14	61196.80
 7.14	61267.20
 7.15	61337.60
 7.16	61664.00
 7.16	61734.40
 7.17	61804.80
 7.17	62131.20
 7.21	62457.60
 7.22	62528.00
 7.23	62854.40
 7.25	63180.80
 7.25	63251.20
 7.26	63321.60
